,time,tweets
561,21:10:12,[]
562,20:30:35,[]
563,21:10:17,[]
564,20:30:37,[]
565,20:30:38,[]
566,21:10:18,[]
567,18:18:25,[]
568,18:13:34,[]
569,18:13:35,[]
570,16:35:41,[]
571,18:13:33,"['Could the Lakers resign Lopez, KCP &amp; Randle and then trade them for Kawhi? so that we dont have to trade their young guys away?\n']"
572,16:35:43,[]
573,18:13:31,[]
574,18:18:28,[]
575,18:18:29,[]
576,21:16:17,[]
577,21:16:15,[': Objetivo Lakers: Juntar a LeBron James y Paul George https:\\/\\/t.co\\/MGz40gGyCu\n']
578,21:16:14,[]
579,21:16:12,"["": Here's what a potential Kawhi Leonard to the Lakers trade would look like: https:\\/\\/t.co\\/2wGWTmWyOM\n""]"
580,21:16:11,[]
581,19:57:29,[]
582,20:54:26,[]
583,16:50:11,[]
584,16:55:09,"[""If we're talking Leonard, George, and James, what place does Ingram have on the team at that point? We're talking about 3 SF's who can go between SG, SF, and PF. Unless the plan is to make Ingram the Lakers PG, he has no role on the team at that point.\n""]"
585,16:55:08,[]
586,20:16:34,[]
587,19:52:39,[]
588,20:16:37,[]
589,20:16:30,[]
590,02:54:37,[]
591,02:54:34,[]
592,20:16:33,[]
593,19:52:30,"['Sucks to lose him but Lakers, please. Dude has got that Kobe mentality.\n']"
594,19:52:31,[]
595,20:16:39,[]
596,19:52:36,[]
597,19:52:37,[]
598,16:16:20,[]
599,16:55:00,[]
600,20:57:42,[]
601,18:58:58,[]
602,20:57:40,[]
603,20:57:41,[]
604,18:58:51,[]
605,20:57:48,[': Lakers extending Luol Deng confirmed https:\\/\\/t.co\\/OLxavs2MQk\n']
606,16:55:06,[]
607,19:28:59,[]
608,20:01:48,[]
609,19:28:53,[]
610,20:06:12,"[': Just one more week until the semester is officially over! Happy studying, Lakers!\n']"
611,20:01:47,[]
612,20:06:10,[': Lakers offseason scenario: Landing LeBron James https:\\/\\/t.co\\/a2oXeJhhxb\n']
613,20:01:40,[]
614,20:01:42,[]
615,19:27:47,[]
